what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.mylyn.ide.ui,3.21.0.v20160701-1337,"org.eclipse.mylyn.ide.ui",1488225362309
stopped,bundle,org.eclipse.mylyn.resources.ui,3.21.0.v20160701-1337,"org.eclipse.mylyn.resources.ui",1488225362310
stopped,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1488225362315
stopped,bundle,org.eclipse.team.ui,3.8.0.v20160518-1906,"org.eclipse.team.ui",1488225362316
stopped,bundle,org.eclipse.compare,3.7.1.v20170103-1805,"org.eclipse.compare",1488225362317
stopped,bundle,org.eclipse.oomph.setup.editor,1.7.0.v20170104-1401,"org.eclipse.oomph.setup.editor",1488225362317
stopped,bundle,org.eclipse.oomph.resources.edit,1.7.0.v20170103-0924,"org.eclipse.oomph.resources.edit",1488225362317
stopped,bundle,org.eclipse.oomph.workingsets.editor,1.7.0.v20161230-1057,"org.eclipse.oomph.workingsets.editor",1488225362317
stopped,bundle,org.eclipse.oomph.workingsets.edit,1.7.0.v20170104-1401,"org.eclipse.oomph.workingsets.edit",1488225362317
stopped,bundle,org.eclipse.oomph.predicates.edit,1.7.0.v20170104-1401,"org.eclipse.oomph.predicates.edit",1488225362317
stopped,bundle,org.eclipse.oomph.resources,1.7.0.v20170104-1401,"org.eclipse.oomph.resources",1488225362317
stopped,bundle,org.eclipse.oomph.workingsets,1.7.0.v20170104-1401,"org.eclipse.oomph.workingsets",1488225362318
stopped,bundle,org.eclipse.oomph.predicates,1.7.0.v20170104-1401,"org.eclipse.oomph.predicates",1488225362319
stopped,bundle,org.eclipse.egit.core,4.6.0.201612231935-r,"org.eclipse.egit.core",1488225362322
stopped,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1488225362322
stopped,bundle,org.eclipse.jdt.launching,3.6.1.v20110803_r371,"org.eclipse.jdt.launching",1488225362323
stopped,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1488225362323
stopped,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1488225362834
stopped,bundle,org.eclipse.team.cvs.ssh2,3.2.300.I20110511-0800,"org.eclipse.team.cvs.ssh2",1488225362834
stopped,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1488225362854
stopped,bundle,org.eclipse.team.core,3.8.0.v20160418-1534,"org.eclipse.team.core",1488225362856
stopped,bundle,org.eclipse.cdt.debug.ui.memory.transport,2.1.0.201702131830,"org.eclipse.cdt.debug.ui.memory.transport",1488225362856
stopped,bundle,org.eclipse.launchbar.ui,2.1.0.201612052026,"org.eclipse.launchbar.ui",1488225362856
stopped,bundle,org.eclipse.ui.externaltools,3.3.100.v20160518-1858,"org.eclipse.ui.externaltools",1488225362878
stopped,bundle,org.eclipse.debug.ui,3.11.202.v20161114-0338,"org.eclipse.debug.ui",1488225362884
